htf,rival_name,hta,team_score,rival_score,team_id,result,date,ground
9,v Thailand,13,16,33,36,lost,25 Oct 2014,Bangkok
10,v Thailand,0,29,12,36,won,28 Oct 2014,Bangkok
-,v C Taipai,-,46,13,36,won,10 May 2015,Kuala Lumpur
-,v UAE,-,20,19,36,won,13 May 2015,Kuala Lumpur
-,v Lebanon,-,10,0,36,won,6 Jun 2015,Melaka
18,v Uganda,8,18,32,35,lost,16 Jul 2011,Kampala
17,v Zimbabwe,17,20,26,35,lost,23 Jul 2011,Nairobi
6,v Tunisia,7,16,7,35,won,12 Nov 2011,Nairobi
10,v Brazil,10,27,25,35,won,10 Dec 2011,Dubai
12,v Hong Kong,10,17,44,35,lost,13 Dec 2011,Dubai
-,v UAE,-,55,17,35,won,16 Dec 2011,Dubai
0,v Uganda,6,5,19,35,lost,21 Apr 2012,Kampala
19,v Paraguay,10,35,22,33,won,27 Oct 2012,Sao Paulo
-,v Mexico,-,50,14,33,won,16 Apr 2013,San Jose
-,v Mexico,-,76,5,33,won,20 Apr 2013,Sao Paulo
7,v Chile,23,22,38,33,lost,27 Apr 2013,Temuco
0,v Uruguay,25,7,58,33,lost,1 May 2013,Montevideo
8,v Austria,0,16,0,41,won,24 May 2008,Sofia
-,v Israel,-,8,11,41,lost,15 Nov 2008,Pernik
11,v Luxembourg,7,18,10,41,won,29 Nov 2008,Luxembourg
8,v Singapore,12,18,22,48,lost,29 Apr 2000,Singapore
3,v Paraguay,29,3,69,40,lost,12 Sep 2012,Valencia
9,v Colombia,21,9,49,40,lost,15 Sep 2012,Valencia
6,v Japan XV,8,13,15,27,lost,25 Aug 2007,Mogliano
10,v Scotland,28,10,56,27,lost,9 Sep 2007,Saint-Etienne
3,v New Zealand,52,13,108,27,lost,15 Sep 2007,Lyon
5,v Italy,16,5,31,27,lost,19 Sep 2007,Parc des Princes
7,v Romania,0,10,14,27,lost,25 Sep 2007,Toulouse
3,v Romania,6,8,23,27,lost,1 Dec 2007,Lisbon
15,v Namibia,16,33,37,42,lost,10 Nov 2012,Windhoek
9,v Spain,14,14,47,42,lost,14 Nov 2012,Windhoek
7,v Hong Kong,6,7,22,42,lost,8 Dec 2012,Dubai
8,v Belgium,11,11,28,42,lost,11 Dec 2012,Dubai
17,v UAE,9,65,14,42,won,14 Dec 2012,Dubai
-,v Kazakhstan,-,33,10,38,won,31 Mar 2013,Colombo
-,v Sri Lanka,-,7,45,38,lost,3 Apr 2013,Colombo
-,v C Taipai,-,23,52,38,lost,6 Apr 2013,Colombo
13,v Malaysia,9,33,16,38,won,25 Oct 2014,Bangkok
0,v Malaysia,10,12,29,38,lost,28 Oct 2014,Bangkok
-,v UAE,-,22,53,38,lost,10 May 2015,Kuala Lumpur
-,v C Taipai,-,24,29,38,lost,13 May 2015,Kuala Lumpur
-,v Kenya,-,20,3,39,won,24 May 2008,Kampala
-,v Botswana,-,27,10,39,won,14 Jun 2008,Gaberone
-,v Madagascar,-,32,22,39,won,2 Aug 2008,Kampala
-,v Kenya,-,20,39,39,lost,16 Aug 2008,Nairobi
15,v Wales,15,18,18,20,draw,11 Mar 2006,Millennium Stadium
7,v Scotland,10,10,13,20,lost,18 Mar 2006,Rome
24,v Japan,3,52,6,20,won,11 Jun 2006,Tokyo
8,v Fiji,29,18,29,20,lost,17 Jun 2006,Lautoka
40,v Portugal,0,83,0,20,won,7 Oct 2006,L'Aquila
39,v Russia,0,67,7,20,won,14 Oct 2006,Moscow
3,v Australia,23,3,91,23,lost,8 Sep 2007,Lyon
9,v Fiji,10,31,35,23,lost,12 Sep 2007,Toulouse
11,v Wales,29,18,72,23,lost,20 Sep 2007,Millennium Stadium
5,v Canada,0,12,12,23,draw,25 Sep 2007,Bordeaux
29,v Korea,0,39,17,23,won,26 Apr 2008,Incheon
10,v Belgium,45,10,71,31,lost,28 Mar 2015,Brussels
7,v Netherlands,5,14,24,31,lost,30 May 2015,Amsterdam
5,v Poland,17,11,29,31,lost,12 Sep 2015,Enkoping
18,v Paraguay,0,47,14,29,won,16 May 2010,Santiago
20,v Chile,16,36,19,29,won,19 May 2010,Santiago
0,v Argentina,19,0,38,29,lost,21 May 2010,Santiago
3,v Canada,14,6,48,29,lost,5 Jun 2010,Glendale
5,v Russia,26,19,38,29,lost,19 Jun 2010,Harrison
6,v England,5,9,14,9,lost,13 Oct 2007,Stade de France
3,v Argentina,17,10,34,9,lost,19 Oct 2007,Parc des Princes
17,v Scotland,6,27,6,9,won,3 Feb 2008,Murrayfield
26,v Belgium,5,43,12,25,won,6 Nov 2010,Brussels
31,v Spain,12,60,22,25,won,13 Nov 2010,Madrid
8,v Georgia,15,15,22,25,lost,20 Nov 2010,Tbilisi
15,v Portugal,14,23,20,25,won,27 Nov 2010,Lisbon
15,v Russia,18,34,18,25,won,8 Jun 2011,Esher
10,v USA,15,28,22,25,won,6 Aug 2011,Toronto
10,v USA,7,27,7,25,won,13 Aug 2011,Glendale
10,v Tonga,7,25,20,25,won,14 Sep 2011,Whangarei
10,v France,3,22,6,6,won,27 Jun 2009,Sydney
13,v New Zealand,10,16,22,6,lost,18 Jul 2009,Auckland
10,v South Africa,23,17,29,6,lost,8 Aug 2009,Cape Town
12,v New Zealand,3,18,19,6,lost,22 Aug 2009,Sydney
6,v South Africa,22,25,32,6,lost,29 Aug 2009,Perth
9,v South Africa,6,21,6,6,won,5 Sep 2009,Brisbane
7,v France,12,10,12,1,lost,20 Mar 2010,Stade de France
0,v Australia,14,17,27,1,lost,12 Jun 2010,Perth
15,v Australia,13,21,20,1,won,19 Jun 2010,Sydney
3,v New Zealand,17,16,26,1,lost,6 Nov 2010,Twickenham
16,v Australia,6,35,18,1,won,13 Nov 2010,Twickenham
6,v Samoa,3,26,13,1,won,20 Nov 2010,Twickenham
16,v Australia,17,26,30,4,lost,30 Nov 2013,Millennium Stadium
17,v Italy,3,23,15,4,won,1 Feb 2014,Millennium Stadium
0,v Ireland,13,3,26,4,lost,8 Feb 2014,Lansdowne Road
20,v France,6,27,6,4,won,21 Feb 2014,Millennium Stadium
15,v England,20,18,29,4,lost,9 Mar 2014,Twickenham
24,v Uzbekistan,6,55,9,36,won,11 Jun 2015,Melaka
-,v ,-,19,11,36,won,14 Jun 2015,Melaka
-,v Uganda,-,12,0,35,won,28 Apr 2012,Nairobi
8,v Uganda,7,19,21,35,lost,9 Jul 2012,Jammal
14,v Tunisia,13,31,24,35,won,14 Jul 2012,Jammal
-,v Uganda,-,16,17,35,lost,15 Jun 2013,Nairobi
0,v Argentina,50,0,83,33,lost,4 May 2013,Montevideo
0,v Portugal,26,0,68,33,lost,15 Nov 2013,Sao Paulo
10,v Chile,6,24,16,33,won,26 Apr 2014,Sao Paulo
6,v Uruguay,19,9,34,33,lost,3 May 2014,Bento Goncalves
-,v Greece,-,18,41,41,lost,11 Apr 2009,Alexandroupoli
15,v Finland,5,29,10,41,won,25 Apr 2009,Pernik
24,v Finland,0,36,13,41,won,3 Oct 2009,Helsinki
13,v Luxembourg,0,25,12,41,won,24 Oct 2009,Pernik
-,v Israel,-,10,50,41,lost,10 Apr 2010,Netanya
-,v Greece,-,18,15,41,won,24 Apr 2010,Pernik
-,v Hong Kong,-,15,40,48,lost,1 May 2000,Hong Kong
20,v Hong Kong,12,22,38,48,lost,13 May 2000,Taipei
14,v Korea,22,19,55,48,lost,25 Jun 2000,Aomori
12,v Japan XV,26,12,55,48,lost,28 Jun 2000,Aomori
12,v Hong Kong,10,25,13,48,won,2 Jul 2000,Aomori
-,v Korea,-,22,74,48,lost,20 May 2001,Seoul
0,v Paraguay,10,0,22,40,lost,25 Aug 2013,Luque
10,v Colombia,17,28,27,40,won,27 Aug 2013,Luque
18,v Venezuela,8,25,29,40,lost,30 Aug 2013,Luque
-,v ,-,45,0,40,won,11 Jul 2014,Chiclayo
-,v ,-,36,8,40,won,13 Jul 2014,Chiclayo
0,v PNG,22,10,32,50,lost,2 Jun 2001,Port Moresby
3,v Georgia,12,3,31,27,lost,2 Feb 2008,Tbilisi
13,v Czech Rep,3,42,6,27,won,16 Feb 2008,Lisbon
3,v Georgia,5,6,11,27,lost,23 Feb 2008,Lisbon
13,v Russia,24,26,41,27,lost,1 Mar 2008,Krasnodar
6,v Romania,0,15,21,27,lost,8 Mar 2008,Bucharest
10,v Madagascar,18,38,18,42,won,10 Jul 2013,Antananarive
14,v Kenya,15,17,29,42,lost,14 Jul 2013,Antananarive
17,v Namibia,13,26,35,42,lost,8 Nov 2013,Windhoek
26,v Kenya,0,29,14,42,won,12 Nov 2013,Windhoek
-,v Tunisia,-,17,41,39,lost,13 Jun 2009,Kampala
-,v Tunisia,-,13,38,39,lost,27 Jun 2009,Tunis
-,v Kenya,-,22,30,39,lost,15 Aug 2009,Nairobi
-,v Kenya,-,18,13,39,won,29 Aug 2009,Kampala
-,v Zimbabwe,-,25,15,39,won,19 Jun 2010,Kampala
15,v Australia,13,18,25,20,lost,11 Nov 2006,Rome
9,v Argentina,3,16,23,20,lost,18 Nov 2006,Rome
13,v Canada,6,41,6,20,won,25 Nov 2006,Fontanafredda
3,v France,22,3,39,20,lost,3 Feb 2007,Rome
52,v Arabian Gulf,6,114,6,23,won,3 May 2008,Osaka
42,v Kazakhstan,0,82,6,23,won,10 May 2008,Almaty
35,v Hong Kong,6,75,29,23,won,18 May 2008,Niigata
3,v Australia A,28,21,42,23,lost,8 Jun 2008,Fukuoka
20,v Kazakhstan,0,44,7,29,won,17 Jul 2010,Montevideo
5,v Romania,14,21,21,29,draw,13 Nov 2010,Montevideo
19,v Ireland,6,26,21,9,won,9 Feb 2008,Stade de France
7,v England,13,13,24,9,lost,23 Feb 2008,Stade de France
10,v France,19,19,46,25,lost,18 Sep 2011,Napier
7,v Japan,7,23,23,25,draw,27 Sep 2011,Napier
8,v New Zealand,37,15,79,25,lost,2 Oct 2011,Wellington
6,v New Zealand,16,6,33,6,lost,19 Sep 2009,Wellington
16,v New Zealand,13,19,32,6,lost,31 Oct 2009,Tokyo
5,v England,9,18,9,6,won,7 Nov 2009,Twickenham
10,v Ireland,6,20,20,6,draw,15 Nov 2009,Croke Park
3,v Scotland,3,8,9,6,lost,21 Nov 2009,Murrayfield
23,v Wales,12,33,12,6,won,28 Nov 2009,Millennium Stadium
6,v South Africa,6,11,21,1,lost,27 Nov 2010,Twickenham
13,v Wales,6,26,19,1,won,4 Feb 2011,Millennium Stadium
31,v Italy,6,59,13,1,won,12 Feb 2011,Twickenham
27,v Scotland,3,51,3,4,won,15 Mar 2014,Millennium Stadium
9,v South Africa,28,16,38,4,lost,14 Jun 2014,Durban
17,v South Africa,14,30,31,4,lost,21 Jun 2014,Nelspruit
21,v Australia,21,28,33,4,lost,8 Nov 2014,Millennium Stadium
17,v Fiji,6,17,13,4,won,15 Nov 2014,Millennium Stadium
16,v Uganda,10,19,13,35,won,22 Jun 2013,Kampala
-,v Uganda,-,52,11,35,won,10 Jul 2013,Antananarive
15,v Zimbabwe,14,29,17,35,won,14 Jul 2013,Antananarive
0,v Zimbabwe,26,14,29,35,lost,12 Nov 2013,Windhoek
25,v Namibia,15,35,55,35,lost,16 Nov 2013,Windhoek
7,v Namibia,12,29,22,35,won,28 Jun 2014,Antananarive
27,v Madagascar,0,34,0,35,won,2 Jul 2014,Antananarive
3,v Paraguay,16,24,31,33,lost,10 May 2014,Asuncion
9,v Uruguay,18,9,48,33,lost,18 Apr 2015,Montevideo
3,v Chile,15,3,32,33,lost,25 Apr 2015,Santiago
8,v Paraguay,7,11,20,33,lost,9 May 2015,Bento Goncalves
15,v Greece,3,25,22,41,won,6 Nov 2010,Pernik
3,v Luxembourg,8,18,8,41,won,13 Nov 2010,Luxembourg
-,v Cyprus,-,8,55,41,lost,12 Mar 2011,Paphos
22,v C Taipai,14,55,19,49,won,25 Jun 2000,Aomori
5,v Japan,24,15,65,48,lost,27 May 2001,Tainan
31,v Malaysia,3,57,3,48,won,30 Mar 2002,Ipoh Padang
-,v Hong Kong,-,20,15,48,won,18 May 2002,Tainan
-,v China,-,29,21,48,won,25 May 2002,Shanghai
-,v Korea,-,31,54,48,lost,23 Jun 2002,Tainan
-,v Moldova,-,17,3,47,won,2 Apr 2000,Belgrade
15,v Venezuela,20,28,33,40,lost,31 Aug 2014,Antioquia
6,v Colombia,32,6,56,40,lost,3 Sep 2014,Antioquia
-,v ,-,24,17,40,won,6 Sep 2014,Antioquia
-,v Vanuatu,-,11,3,50,won,16 Jun 2001,Honiara
-,v Vanuatu,-,20,12,50,won,29 Jul 2005,Port Vila
-,v PNG,-,7,45,50,lost,13 Aug 2005,Honiara
-,v Vanuatu,-,5,18,50,lost,8 Dec 2007,Port Vila
-,v PNG,-,6,49,50,lost,12 Dec 2007,Port Vila
-,v Niue Island,-,22,19,50,won,29 Nov 2011,Port Moresby
-,v PNG,-,15,33,50,lost,1 Dec 2011,Port Moresby
7,v Spain,21,17,21,27,lost,10 May 2008,Madrid
7,v Canada,11,13,21,27,lost,1 Nov 2008,Lisbon
0,v England A,33,0,66,27,lost,30 Jan 2009,Stockport
0,v Russia,15,14,18,27,lost,7 Feb 2009,Lisbon
10,v Georgia,3,20,20,27,draw,14 Feb 2009,Tbilisi
22,v Madagascar,15,57,22,42,won,28 Jun 2014,Antananarive
17,v Namibia,10,20,24,42,lost,2 Jul 2014,Antananarive
13,v Kenya,10,28,10,42,won,6 Jul 2014,Antananarive
7,v Russia,13,15,23,42,lost,2 Aug 2014,Krasnoyarsk
17,v Kenya,17,28,20,42,won,13 Jun 2015,Harare
13,v Tunisia,3,19,8,42,won,4 Jul 2015,Harare
6,v Namibia,28,6,80,42,lost,15 Aug 2015,Windhoek
8,v Kenya,18,25,33,39,lost,3 Jul 2010,Kampala
-,v Kenya,-,5,21,39,lost,10 Jul 2010,Nairobi
10,v Zimbabwe,8,15,25,39,lost,12 Jun 2011,Kampala
48,v Madagascar,7,58,30,39,won,18 Jun 2011,Kampala
7,v Zimbabwe,20,21,49,39,lost,2 Jul 2011,Bulawayo
0,v England,14,7,20,20,lost,10 Feb 2007,Twickenham
24,v Scotland,10,37,17,20,won,24 Feb 2007,Murrayfield
13,v Wales,7,23,20,20,won,10 Mar 2007,Rome
12,v Tonga,6,35,13,23,won,15 Jun 2008,Sendai
9,v Fiji,3,12,24,23,lost,22 Jun 2008,Tokyo
22,v NZ Maori,17,22,65,23,lost,28 Jun 2008,Napier
17,v Samoa,17,31,37,23,lost,5 Jul 2008,Apia
10,v USA,14,29,19,23,won,16 Nov 2008,Nagoya
0,v Romania,21,12,39,29,lost,27 Nov 2010,Bucharest
52,v Paraguay,6,102,6,29,won,14 May 2011,Cataratas
17,v Brazil,8,39,18,29,won,17 May 2011,Cataratas
15,v Chile,12,18,21,29,lost,20 May 2011,Cataratas
13,v Italy,6,25,13,9,won,9 Mar 2008,Stade de France
6,v Wales,9,12,29,9,lost,15 Mar 2008,Millennium Stadium
6,v Australia,10,13,34,9,lost,28 Jun 2008,Sydney
3,v Australia,26,10,40,9,lost,5 Jul 2008,Brisbane
9,v Argentina,6,12,6,9,won,8 Nov 2008,Marseille
17,v Pacific Is,12,42,17,9,won,15 Nov 2008,Sochaux-Montbéliard
7,v Australia,10,13,18,9,lost,22 Nov 2008,Stade de France
20,v USA,18,28,25,25,won,9 Jun 2012,Kingston
13,v Italy,9,16,25,25,lost,15 Jun 2012,Toronto
23,v Georgia,7,31,12,25,won,23 Jun 2012,Vancouver
0,v Samoa,22,12,42,25,lost,9 Nov 2012,Colwyn Bay
16,v Russia,3,35,3,25,won,17 Nov 2012,Colwyn Bay
10,v USA,6,16,9,25,won,25 May 2013,Edmonton
14,v Fiji,3,49,3,6,won,5 Jun 2010,Canberra
14,v England,0,27,17,6,won,12 Jun 2010,Perth
13,v England,15,20,21,6,lost,19 Jun 2010,Sydney
16,v Ireland,15,22,15,6,won,26 Jun 2010,Brisbane
17,v South Africa,3,30,13,6,won,24 Jul 2010,Brisbane
14,v New Zealand,32,28,49,6,lost,31 Jul 2010,Melbourne
10,v New Zealand,17,10,20,6,lost,7 Aug 2010,Christchurch
9,v France,9,17,9,1,won,26 Feb 2011,Twickenham
9,v Scotland,9,22,16,1,won,13 Mar 2011,Twickenham
3,v Ireland,17,8,24,1,lost,19 Mar 2011,Lansdowne Road
13,v Wales,7,23,19,1,won,6 Aug 2011,Twickenham
6,v Wales,6,9,19,1,lost,13 Aug 2011,Millennium Stadium
3,v New Zealand,3,16,34,4,lost,22 Nov 2014,Millennium Stadium
3,v South Africa,3,12,6,4,won,29 Nov 2014,Millennium Stadium
16,v England,8,16,21,4,lost,6 Feb 2015,Millennium Stadium
10,v Zimbabwe,13,10,28,35,lost,6 Jul 2014,Antananarive
-,v Uganda,-,14,21,35,lost,12 Jul 2014,Kampala
12,v Uganda,0,34,0,35,won,19 Jul 2014,Nairobi
17,v Portugal,10,41,15,35,won,30 May 2015,Nairobi
17,v Zimbabwe,17,20,28,35,lost,13 Jun 2015,Harare
5,v Finland,10,12,10,41,won,14 May 2011,Pernik
12,v Luxembourg,0,19,16,41,won,22 Oct 2011,Pernik
0,v Greece,19,7,47,41,lost,5 Nov 2011,Thessaloniki
3,v Cyprus,40,3,94,41,lost,28 Apr 2012,Pernik
28,v Hong Kong,6,36,34,49,won,28 Jun 2000,Aomori
7,v Japan,31,29,34,49,lost,2 Jul 2000,Aomori
11,v Japan,14,19,27,49,lost,13 May 2001,Tokyo
-,v C Taipai,-,74,22,49,won,20 May 2001,Seoul
7,v Korea,70,7,119,48,lost,30 Jun 2002,Seoul
3,v Japan,71,3,155,48,lost,7 Jul 2002,Tokyo
3,v Japan,68,3,120,48,lost,21 Jul 2002,Tainan
12,v Japan XV,33,19,76,48,lost,5 Oct 2002,Ulsan
-,v Bulgaria,-,33,6,47,won,30 Apr 2000,Pernik
-,v Israel,-,17,3,47,won,14 May 2000,Herzliya
-,v Andorra,-,9,12,47,lost,14 Oct 2000,Andorra la Vella
-,v Bulgaria,-,46,6,47,won,5 Nov 2000,Dimitrovgrad
-,v Vanuatu,-,48,20,50,won,3 Dec 2011,Port Moresby
5,v PNG,10,22,29,50,lost,6 Jul 2013,Port Moresby
-,v Cook Islands,-,12,39,50,lost,9 Jul 2013,Port Moresby
-,v Tahiti,-,23,22,50,won,13 Jul 2013,Port Moresby
-,v ,-,15,30,50,lost,22 Aug 2015,Port Moresby
20,v Germany,3,44,6,27,won,21 Feb 2009,Lisbon
18,v Spain,6,24,19,27,won,15 Mar 2009,Lisbon
6,v Romania,15,22,21,27,won,21 Mar 2009,Bucharest
6,v Namibia,6,9,12,27,lost,7 Nov 2009,Lisbon
10,v Argentina A,8,13,24,27,lost,21 Nov 2009,Lisbon
19,v Tonga,8,19,24,27,lost,28 Nov 2009,Lisbon
3,v Russia,8,10,14,27,lost,6 Feb 2010,Sotchi
-,v Kenya,-,10,27,39,lost,9 Jul 2011,Nairobi
8,v Kenya,18,32,18,39,won,16 Jul 2011,Kampala
6,v Kenya,0,19,5,39,won,21 Apr 2012,Kampala
-,v Kenya,-,0,12,39,lost,28 Apr 2012,Nairobi
12,v Ireland,20,24,51,20,lost,17 Mar 2007,Rome
8,v Uruguay,0,29,5,20,won,2 Jun 2007,Montevideo
3,v Argentina,18,6,24,20,lost,9 Jun 2007,Mendoza
22,v Japan,7,36,12,20,won,18 Aug 2007,Saint Vincent Aosta
19,v USA,10,32,17,23,won,22 Nov 2008,Tokyo
40,v Kazakhstan,3,87,10,23,won,25 Apr 2009,Osaka
26,v Hong Kong,6,59,6,23,won,2 May 2009,Hong Kong
33,v Korea,3,80,9,23,won,16 May 2009,Osaka
26,v Singapore,3,45,15,23,won,23 May 2009,Singapore
0,v Argentina,40,14,75,29,lost,25 May 2011,Posadas
6,v Portugal,6,16,9,29,won,13 Nov 2011,Caldas da Rainha
0,v Spain,16,13,16,29,lost,19 Nov 2011,Madrid
0,v Argentina,19,5,40,29,lost,20 May 2012,Santiago
11,v Chile,10,27,26,29,won,23 May 2012,Santiago
10,v Ireland,13,21,30,9,lost,7 Feb 2009,Croke Park
6,v Scotland,3,22,13,9,won,14 Feb 2009,Stade de France
13,v Wales,13,21,16,9,won,27 Feb 2009,Stade de France
0,v England,29,10,34,9,lost,15 Mar 2009,Twickenham
25,v Italy,3,50,8,9,won,21 Mar 2009,Rome
17,v New Zealand,11,27,22,9,won,13 Jun 2009,Dunedin
10,v Fiji,11,20,18,25,won,5 Jun 2013,Nepean
9,v Tonga,7,36,27,25,won,8 Jun 2013,Kingston
9,v Ireland,12,14,40,25,lost,15 Jun 2013,Toronto
3,v Japan,0,13,16,25,lost,19 Jun 2013,Nagoya
13,v USA,0,27,9,25,won,17 Aug 2013,Charleston
8,v USA,8,13,11,25,won,24 Aug 2013,Toronto
28,v South Africa,24,31,44,6,lost,28 Aug 2010,Pretoria
31,v South Africa,13,41,39,6,won,4 Sep 2010,Bloemfontein
14,v New Zealand,6,22,23,6,lost,11 Sep 2010,Sydney
12,v New Zealand,17,26,24,6,won,30 Oct 2010,Hong Kong
13,v Ireland,9,20,9,1,won,27 Aug 2011,Lansdowne Road
3,v Argentina,6,13,9,1,won,10 Sep 2011,Dunedin
17,v Georgia,10,41,10,1,won,18 Sep 2011,Dunedin
34,v Romania,3,67,3,1,won,24 Sep 2011,Dunedin
3,v Scotland,9,16,12,1,won,1 Oct 2011,Auckland
0,v France,16,12,19,1,lost,8 Oct 2011,Auckland
3,v Scotland,6,13,6,1,won,4 Feb 2012,Murrayfield
16,v Scotland,10,26,23,4,won,15 Feb 2015,Murrayfield
6,v France,3,20,13,4,won,28 Feb 2015,Stade de France
15,v Ireland,9,23,16,4,won,14 Mar 2015,Millennium Stadium
14,v Italy,13,61,20,4,won,21 Mar 2015,Rome
7,v Ireland,25,21,35,4,lost,8 Aug 2015,Millennium Stadium
10,v Ireland,10,16,10,4,won,29 Aug 2015,Lansdowne Road
14,v Tunisia,12,46,15,35,won,28 Jun 2015,Nairobi
17,v Spain,6,36,27,35,won,18 Jul 2015,Nairobi
6,v Namibia,25,13,46,35,lost,8 Aug 2015,Windhoek
21,v Finland,5,26,24,41,won,26 May 2012,Turku
3,v Hungary,12,29,26,41,won,23 Jun 2012,Sofia
16,v Hungary,22,23,28,41,lost,6 Oct 2012,Kecskemet
0,v Austria,7,12,7,41,won,20 Oct 2012,Sofia
3,v Cyprus,46,10,79,41,lost,16 Mar 2013,Paphos
14,v Slovenia,7,20,14,41,won,6 Apr 2013,Sofia
24,v Japan,45,24,90,49,lost,16 Jun 2002,Tokyo
-,v C Taipai,-,54,31,49,won,23 Jun 2002,Tainan
70,v C Taipai,7,119,7,49,won,30 Jun 2002,Seoul
12,v Japan,24,17,55,49,lost,14 Jul 2002,Seoul
24,v Sri Lanka,6,70,11,49,won,5 Oct 2002,Ulsan
0,v Korea,38,15,50,48,lost,9 Oct 2002,Ulsan
29,v Sri Lanka,3,56,18,48,won,13 Oct 2002,Ulsan
-,v Korea,-,10,35,48,lost,17 Nov 2002,Bangkok
-,v Japan XV,-,17,44,48,lost,20 Nov 2002,Bangkok
-,v Hong Kong,-,16,18,48,lost,23 Nov 2002,Bangkok
-,v Malaysia,-,54,0,48,won,21 Jun 2003,Kuala Lumpur
12,v C Taipai,8,22,18,51,won,29 Apr 2000,Singapore
-,v Botswana,-,31,11,52,won,16 Sep 2001,Antananarive
6,v Hungary,0,25,10,47,won,31 Mar 2001,Dimitrovgrad
-,v Bosnia & Her,-,13,23,47,lost,12 May 2001,Sarajevo
-,v Switzerland,-,13,10,47,won,25 May 2001,Gornji
5,v Moldova,24,16,36,47,lost,20 Oct 2001,Chisinau
-,v Austria,-,26,8,47,won,6 Apr 2002,Belgrade
-,v Tahiti,-,12,36,50,lost,26 Aug 2015,Port Moresby
-,v PNG,-,19,58,50,lost,30 Aug 2015,Port Moresby
7,v Georgia,10,10,16,27,lost,13 Feb 2010,Lisbon
31,v Germany,0,69,0,27,won,27 Feb 2010,Heusenstamm
27,v Spain,8,33,15,27,won,13 Mar 2010,Madrid
3,v Romania,10,9,20,27,lost,20 Mar 2010,Lisbon
7,v Kenya,8,21,19,39,won,9 Jul 2012,Jammal
0,v Zimbabwe,6,18,22,39,lost,14 Jul 2012,Jammal
-,v Kenya,-,17,16,39,won,15 Jun 2013,Nairobi
10,v Kenya,16,13,19,39,lost,22 Jun 2013,Kampala
-,v Kenya,-,11,52,39,lost,10 Jul 2013,Antananarive
-,v Madagascar,-,32,48,39,lost,14 Jul 2013,Antananarive
13,v Ireland,10,20,23,20,lost,24 Aug 2007,Belfast
7,v New Zealand,43,14,76,20,lost,8 Sep 2007,Marseille
8,v Romania,0,24,18,20,won,12 Sep 2007,Marseille
16,v Portugal,5,31,5,20,won,19 Sep 2007,Parc des Princes
10,v Scotland,12,16,18,20,lost,29 Sep 2007,Saint-Etienne
3,v Ireland,10,11,16,20,lost,2 Feb 2008,Croke Park
6,v England,20,19,23,20,lost,10 Feb 2008,Rome
3,v Samoa,12,15,34,23,lost,18 Jun 2009,Sigatoka
0,v Junior ABs,40,21,52,23,lost,23 Jun 2009,Lautoka
15,v Tonga,7,21,19,23,won,27 Jun 2009,Lautoka
14,v Fiji,20,39,40,23,lost,3 Jul 2009,Suva
8,v Brazil,12,27,15,29,won,26 May 2012,Santiago
3,v Romania,9,9,29,29,lost,8 Jun 2012,Bucharest
10,v Russia,12,13,19,29,lost,12 Jun 2012,Bucharest
18,v Portugal,0,35,7,29,won,17 Jun 2012,Bucharest
12,v Portugal,18,25,32,29,lost,11 Nov 2012,Montevideo
6,v Argentina,14,18,29,29,lost,27 Apr 2013,Montevideo
25,v Brazil,0,58,7,29,won,1 May 2013,Montevideo
0,v New Zealand,8,10,14,9,lost,20 Jun 2009,Wellington
3,v Australia,10,6,22,9,lost,27 Jun 2009,Sydney
11,v South Africa,13,20,13,9,won,13 Nov 2009,Toulouse
33,v Samoa,0,43,5,9,won,21 Nov 2009,Stade de France
12,v New Zealand,22,12,39,9,lost,28 Nov 2009,Marseille
12,v Georgia,9,15,19,25,lost,9 Nov 2013,Tbilisi
7,v Romania,12,20,21,25,lost,16 Nov 2013,Bucharest
25,v Portugal,5,52,8,25,won,23 Nov 2013,Lisbon
25,v Japan,9,25,34,25,lost,7 Jun 2014,Vancouver
7,v Wales,6,25,16,6,won,6 Nov 2010,Millennium Stadium
6,v England,16,18,35,6,lost,13 Nov 2010,Twickenham
13,v Italy,9,32,14,6,won,20 Nov 2010,Firenze
13,v France,13,59,16,6,won,27 Nov 2010,Stade de France
6,v Italy,12,19,15,1,won,11 Feb 2012,Rome
9,v Wales,6,12,19,1,lost,25 Feb 2012,Twickenham
14,v France,9,24,22,1,won,11 Mar 2012,Stade de France
9,v Ireland,6,30,9,1,won,17 Mar 2012,Twickenham
8,v Italy,11,23,19,4,won,5 Sep 2015,Millennium Stadium
0,v Hungary,41,5,67,41,lost,5 Oct 2013,Sofia
6,v Austria,27,14,58,41,lost,19 Oct 2013,Vienna
12,v Slovenia,19,17,43,41,lost,12 Apr 2014,Ljubliana
38,v C Taipai,0,50,15,49,won,9 Oct 2002,Ulsan
24,v Japan,10,45,34,49,won,13 Oct 2002,Ulsan
-,v C Taipai,-,35,10,49,won,17 Nov 2002,Bangkok
-,v Hong Kong,-,40,17,49,won,20 Nov 2002,Bangkok
-,v Japan XV,-,22,20,49,won,23 Nov 2002,Bangkok
-,v Tonga,-,0,75,49,lost,15 Mar 2003,Seoul
32,v India,10,61,10,48,won,28 Jun 2003,Calcutta
-,v Singapore,-,19,6,48,won,5 Jul 2003,Taipei
-,v Hong Kong,-,19,21,48,lost,14 Sep 2003,Hong Kong
-,v Japan A,-,9,62,48,lost,9 May 2004,Tainan
-,v Korea,-,18,99,48,lost,22 May 2004,Seoul
