htf,rival_name,hta,team_score,rival_score,team_id,result,date,ground
6,v Hong Kong,12,6,30,51,lost,6 May 2000,Hong Kong
-,v Malaysia,-,52,11,51,won,19 Jun 2000,Singapore
10,v China,8,13,15,51,lost,24 Jun 2000,Owani
22,v Thailand,14,49,20,51,won,28 Jun 2000,Owani
6,v Sri Lanka,9,15,12,51,won,2 Jul 2000,Aomori
-,v Swaziland,-,26,21,52,won,29 Sep 2001,Manzini
3,v Kenya,10,27,20,52,won,13 Oct 2001,Antananarive
8,v Cameroon,10,30,24,52,won,27 Oct 2001,Yaounde
3,v Zimbabwe,8,3,52,52,lost,2 Jun 2002,Antananarive
-,v Andorra,-,19,5,47,won,4 May 2002,Andorra la Vella
-,v Slovenia,-,27,21,47,won,11 May 2002,Belgrade
-,v Hungary,-,23,47,47,lost,26 Apr 2003,Esztergom
6,v Latvia,17,18,29,47,lost,3 May 2003,Belgrade
-,v Moldova,-,17,17,47,draw,24 May 2003,Chisinau
-,v Hungary,-,31,3,47,won,10 Apr 2004,Subotica
6,v USA,10,17,22,27,lost,13 Nov 2010,Lisbon
12,v Namibia,9,24,12,27,won,20 Nov 2010,Coimbra
14,v Canada,15,20,23,27,lost,27 Nov 2010,Lisbon
24,v Romania,3,24,17,27,won,5 Feb 2011,Lisbon
13,v Russia,9,21,19,27,won,12 Feb 2011,Sotchi
6,v Georgia,10,12,13,27,lost,26 Feb 2011,Lisbon
-,v Brazil,-,22,13,53,won,7 Sep 2001,Asuncion
-,v Cote d'Iv,-,19,22,39,lost,10 Jun 2014,Tunis
10,v Senegal,21,31,32,39,lost,14 Jun 2014,Tunis
-,v Kenya,-,21,14,39,won,12 Jul 2014,Kampala
0,v Kenya,12,0,34,39,lost,19 Jul 2014,Nairobi
3,v Kenya A,5,17,20,39,lost,13 Jun 2015,Nairobi
6,v Kenya A,18,30,25,39,won,20 Jun 2015,Kampala
8,v Wales,13,8,47,20,lost,23 Feb 2008,Millennium Stadium
6,v France,13,13,25,20,lost,9 Mar 2008,Stade de France
10,v Scotland,17,23,20,20,won,15 Mar 2008,Rome
0,v South Africa,14,0,26,20,lost,21 Jun 2008,Cape Town
3,v Argentina,12,13,12,20,won,28 Jun 2008,Cordoba
14,v Australia,14,20,30,20,lost,8 Nov 2008,Padova
25,v Canada,3,46,8,23,won,15 Nov 2009,Miyagi
12,v Canada,3,27,6,23,won,21 Nov 2009,Tokyo
19,v Korea,3,71,13,23,won,1 May 2010,Daegu
16,v Chile,6,23,9,29,won,4 May 2013,Montevideo
9,v ,15,9,37,29,lost,7 Jun 2013,Tbilisi
0,v Georgia,17,3,27,29,lost,11 Jun 2013,Tbilisi
7,v ,21,33,42,29,lost,16 Jun 2013,Tbilisi
6,v Spain,10,16,15,29,won,16 Nov 2013,Montevideo
15,v Scotland,6,18,9,9,won,7 Feb 2010,Murrayfield
17,v Ireland,3,33,10,9,won,13 Feb 2010,Stade de France
20,v Wales,0,26,20,9,won,26 Feb 2010,Millennium Stadium
22,v Italy,3,46,20,9,won,14 Mar 2010,Stade de France
12,v England,7,12,10,9,won,20 Mar 2010,Stade de France
8,v Scotland,13,17,19,25,lost,14 Jun 2014,Toronto
28,v USA,18,35,38,25,lost,21 Jun 2014,Sacramento
9,v Namibia,6,17,13,25,won,7 Nov 2014,Colwyn Bay
3,v Samoa,9,13,23,25,lost,14 Nov 2014,Vannes
3,v Romania,6,9,18,25,lost,22 Nov 2014,Bucharest
3,v Japan,11,6,20,25,lost,18 Jul 2015,San Jose
15,v Tonga,10,18,28,25,lost,24 Jul 2015,Vancouver
13,v Samoa,3,20,21,25,lost,29 Jul 2015,Toronto
10,v Samoa,17,23,32,6,lost,17 Jul 2011,Sydney
15,v South Africa,6,39,20,6,won,23 Jul 2011,Sydney
0,v New Zealand,17,14,30,6,lost,6 Aug 2011,Auckland
6,v South Africa,6,17,22,1,lost,9 Jun 2012,Durban
10,v South Africa,25,27,36,1,lost,16 Jun 2012,Johannesburg
8,v South Africa,9,14,14,1,draw,23 Jun 2012,Port Elizabeth
25,v Fiji,0,54,12,1,won,10 Nov 2012,Twickenham
3,v Cyprus,39,15,46,41,lost,26 Apr 2014,Sofia
7,v Bosnia & Her,35,12,59,41,lost,4 Oct 2014,Zenica
14,v Turkey,12,26,19,41,won,1 Nov 2014,Pernik
26,v Turkey,13,26,28,41,lost,25 Apr 2015,
0,v Norway,24,0,43,41,lost,23 May 2015,Bergen
0,v Tonga,56,0,119,49,lost,22 Mar 2003,Nuku A'lofa
3,v Japan,34,3,86,49,lost,15 Jun 2003,Osaka
-,v Kazakhstan,-,45,19,49,won,20 Oct 2003,Seoul
0,v Korea,34,7,63,48,lost,28 Oct 2004,Hong Kong
-,v Hong Kong,-,5,29,48,lost,31 Oct 2004,Hong Kong
14,v China,10,19,22,48,lost,30 Apr 2005,Kunming
-,v Hong Kong,-,8,26,51,lost,5 May 2001,Singapore
-,v China,-,6,33,51,lost,19 May 2001,Guangzhou
-,v Thailand,-,13,6,51,won,30 Jun 2001,-
-,v Namibia,-,0,112,52,lost,15 Jun 2002,Windhoek
-,v Uganda,-,32,30,52,won,3 Aug 2003,Antananarive
19,v Morocco,24,36,62,52,lost,28 Sep 2003,Antananarive
11,v Malta,5,18,20,47,lost,17 Apr 2004,Marsa
-,v Moldova,-,20,43,47,lost,8 May 2004,Belgrade
-,v Bulgaria,-,33,10,47,won,13 Nov 2004,Belgrade
6,v Switzerland,11,11,11,47,draw,19 Mar 2005,Belgrade
10,v Spain,13,10,25,27,lost,12 Mar 2011,Madrid
25,v Ukraine,10,46,24,27,won,19 Mar 2011,Lisbon
14,v Argentina A,7,25,21,27,won,10 Jun 2011,Bucharest
3,v Uruguay,0,8,62,53,lost,6 Oct 2001,Montevideo
-,v Chile,-,0,48,53,lost,27 Oct 2001,Santiago
-,v Argentina XV,-,15,69,53,lost,10 Nov 2001,Asuncion
14,v Brazil,3,14,13,53,won,20 Apr 2002,Asuncion
-,v Cote d'Iv,-,40,11,39,won,5 Jul 2015,Kampala
14,v Mauritius,3,35,11,39,won,8 Jul 2015,Kampala
-,v Botswana,-,59,10,39,won,11 Jul 2015,Kampala
3,v Argentina,9,14,22,20,lost,15 Nov 2008,Torino
10,v Pacific Is,22,17,25,20,lost,22 Nov 2008,Reggio Emilia
6,v England,22,11,36,20,lost,7 Feb 2009,Twickenham
9,v Ireland,14,9,38,20,lost,15 Feb 2009,Rome
3,v Scotland,16,6,26,20,lost,28 Feb 2009,Murrayfield
9,v Wales,7,15,20,20,lost,14 Mar 2009,Rome
26,v Arabian Gulf,0,60,5,23,won,8 May 2010,Tokyo
33,v Kazakhstan,7,101,7,23,won,15 May 2010,Tokyo
45,v Hong Kong,0,94,5,23,won,22 May 2010,Tokyo
0,v Fiji,3,8,22,23,lost,12 Jun 2010,Lautoka
25,v Samoa,6,31,23,23,won,19 Jun 2010,Apia
19,v USA,13,27,27,29,draw,22 Mar 2014,Montevideo
13,v USA,3,13,32,29,lost,29 Mar 2014,Atlanta
15,v Paraguay,10,34,10,29,won,26 Apr 2014,Asuncion
19,v Brazil,6,34,9,29,won,3 May 2014,Bento Goncalves
17,v Chile,0,55,13,29,won,10 May 2014,Montevideo
10,v South Africa,25,17,42,9,lost,12 Jun 2010,Cape Town
6,v Argentina,19,13,41,9,lost,26 Jun 2010,Buenos Aires
16,v Fiji,6,34,12,9,won,13 Nov 2010,Nantes
9,v Argentina,3,15,9,9,won,20 Nov 2010,Montpellier
13,v Australia,13,16,59,9,lost,27 Nov 2010,Stade de France
3,v USA,12,13,15,25,lost,3 Aug 2015,Vancouver
6,v USA,17,23,41,25,lost,22 Aug 2015,Nepean
13,v Georgia,10,16,15,25,won,2 Sep 2015,Esher
8,v Fiji,30,18,47,25,lost,6 Sep 2015,The Stoop
0,v South Africa,6,14,9,6,won,13 Aug 2011,Durban
20,v New Zealand,3,25,20,6,won,27 Aug 2011,Brisbane
6,v Italy,6,32,6,6,won,11 Sep 2011,North Shore City
6,v Ireland,6,6,15,6,lost,17 Sep 2011,Auckland
22,v USA,5,67,5,6,won,23 Sep 2011,Wellington
14,v Australia,11,14,20,1,lost,17 Nov 2012,Twickenham
6,v South Africa,9,15,16,1,lost,24 Nov 2012,Twickenham
12,v New Zealand,0,38,21,1,won,1 Dec 2012,Twickenham
19,v Scotland,11,38,18,1,won,2 Feb 2013,Twickenham
-,v China,-,63,9,49,won,17 Nov 2003,Bangkok
-,v Thanet,-,64,8,49,won,19 Nov 2003,Bangkok
5,v Japan,12,19,19,49,draw,16 May 2004,Tokyo
-,v Arabian Gulf,-,26,30,48,lost,20 May 2005,Keelung
-,v Kazakhstan,-,20,18,48,won,11 Jun 2006,Singapore
12,v Singapore,15,22,34,48,lost,14 Jun 2006,Singapore
-,v Pakistan,-,72,3,48,won,16 May 2007,Bangkok
-,v Thailand,-,22,3,48,won,19 May 2007,Bangkok
-,v Thailand,-,27,16,48,won,5 Nov 2007,Colombo
-,v Hong Kong,-,8,57,51,lost,7 Feb 2002,Hong Kong
11,v Malaysia,5,34,5,51,won,6 Apr 2002,Singapore
0,v Hong Kong,3,3,10,51,lost,1 Nov 2002,Singapore
-,v Malaysia,-,46,9,51,won,18 Nov 2002,Bangkok
-,v Uganda,-,16,24,52,lost,14 Aug 2004,Kampala
-,v Zimbabwe,-,23,18,52,won,29 Aug 2004,Antananarive
-,v Kenya,-,24,24,52,draw,11 Jun 2005,Nairobi
-,v Uganda,-,14,18,52,lost,10 Jul 2005,Antananarive
-,v Cote d'Iv,-,30,10,52,won,17 Sep 2005,Antananarive
17,v Malta,5,24,17,47,won,9 Apr 2005,Marsa
-,v Poland,-,11,18,47,lost,7 May 2005,Lodz
-,v Bosnia & Her,-,20,32,47,lost,2 Oct 2005,Zenica
13,v Namibia,16,23,29,27,lost,15 Jun 2011,Bucharest
6,v Uruguay,6,9,16,27,lost,13 Nov 2011,Caldas da Rainha
7,v Romania,5,7,15,27,lost,4 Feb 2012,Bucharest
20,v Russia,16,32,33,27,lost,11 Feb 2012,Lisbon
0,v Georgia,7,7,32,27,lost,25 Feb 2012,Tbilisi
6,v Spain,8,23,17,27,won,10 Mar 2012,Coimbra
41,v Tahiti,0,86,0,54,won,2 Jun 2001,Raratonga
5,v Chile,24,5,57,53,lost,28 Apr 2002,Santiago
-,v Argentina,-,0,152,53,lost,1 May 2002,Mendoza
-,v Uruguay,-,6,81,53,lost,3 May 2002,Mendoza
-,v Brazil,-,27,16,53,won,22 Mar 2003,Asuncion
3,v France,25,8,50,20,lost,21 Mar 2009,Rome
3,v Australia,17,8,31,20,lost,13 Jun 2009,Canberra
6,v Australia,22,12,34,20,lost,20 Jun 2009,Melbourne
3,v New Zealand,13,6,27,20,lost,27 Jun 2009,Christchurch
3,v New Zealand,14,6,20,20,lost,14 Nov 2009,Milan
7,v South Africa,12,10,32,20,lost,21 Nov 2009,Udine
14,v Samoa,6,24,6,20,won,28 Nov 2009,Ascoli Piceno
6,v Tonga,10,26,23,23,won,26 Jun 2010,Apia
10,v Samoa,0,10,13,23,lost,30 Oct 2010,Tokyo
35,v Russia,3,75,3,23,won,6 Nov 2010,Tokyo
31,v Hong Kong,3,45,22,23,won,30 Apr 2011,Hong Kong
6,v Argentina,25,9,65,29,lost,17 May 2014,Paysandu
13,v Romania,13,16,34,29,lost,13 Jun 2014,Bucharest
3,v ,22,3,51,29,lost,18 Jun 2014,Bucharest
0,v Russia,6,13,6,29,won,22 Jun 2014,Bucharest
6,v Hong Kong,3,28,3,29,won,2 Aug 2014,Montevideo
12,v Russia,16,21,22,29,lost,27 Sep 2014,Krasnoyarsk
17,v Scotland,7,34,21,9,won,5 Feb 2011,Stade de France
12,v Ireland,15,25,22,9,won,13 Feb 2011,Lansdowne Road
9,v England,9,9,17,9,lost,26 Feb 2011,Twickenham
8,v Italy,6,21,22,9,lost,12 Mar 2011,Rome
11,v Wales,3,28,9,9,won,19 Mar 2011,Stade de France
13,v Ireland,3,19,12,9,won,13 Aug 2011,Bordeaux
16,v Ireland,8,26,22,9,won,20 Aug 2011,Lansdowne Road
25,v Japan,11,47,21,9,won,10 Sep 2011,North Shore City
47,v Russia,5,68,22,6,won,1 Oct 2011,Nelson
8,v South Africa,3,11,9,6,won,9 Oct 2011,Wellington
6,v New Zealand,14,6,20,6,lost,16 Oct 2011,Auckland
6,v Ireland,0,12,6,1,won,10 Feb 2013,Lansdowne Road
9,v France,10,23,13,1,won,23 Feb 2013,Twickenham
12,v Italy,3,18,11,1,won,10 Mar 2013,Twickenham
-,v C Taipai,-,99,18,49,won,22 May 2004,Seoul
34,v C Taipai,0,63,7,49,won,28 Oct 2004,Hong Kong
-,v Japan XV,-,0,29,49,lost,31 Oct 2004,Hong Kong
17,v Japan,24,31,50,49,lost,15 May 2005,Kangwon
-,v Kazakhstan,-,0,29,48,lost,7 Nov 2007,Colombo
-,v China,-,22,28,48,lost,10 Nov 2007,Colombo
3,v Hong Kong,36,17,64,48,lost,6 Jan 2008,Hong Kong
12,v Hong Kong,45,27,52,48,lost,9 Jan 2008,Hong Kong
-,v Arabian Gulf,-,7,26,51,lost,20 Nov 2002,Bangkok
-,v Kazakhstan,-,30,14,51,won,22 Nov 2002,Bangkok
-,v India,-,71,0,51,won,21 Jun 2003,Singapore
12,v Malaysia,7,31,13,51,won,28 Jun 2003,Singapore
-,v C Taipai,-,6,19,51,lost,5 Jul 2003,Taipei
0,v Namibia,31,17,55,52,lost,1 Oct 2005,Windhoek
-,v SA Amateur,-,33,31,52,won,5 Nov 2005,Antananarive
-,v Morocco,-,6,43,52,lost,26 Nov 2005,Paris
-,v SA Amateur,-,6,48,52,lost,8 Oct 2006,Johannesburg
-,v SA Amateur,-,21,0,52,won,23 Jun 2007,Antananarive
-,v Zimbabwe,-,30,29,52,won,7 Jul 2007,Harare
9,v Croatia,26,9,26,47,lost,8 Oct 2005,Split
3,v Malta,10,3,16,47,lost,5 Nov 2005,Pancevo
0,v Germany,60,0,108,47,lost,12 Nov 2005,Heidelburg
15,v Belgium,23,15,36,47,lost,8 Apr 2006,Lazarevac
6,v Switzerland,10,9,30,47,lost,7 Oct 2006,Nyon
16,v Ukraine,13,33,35,27,lost,17 Mar 2012,Odessa
6,v Argentina A,17,9,41,27,lost,8 Jun 2012,Bucharest
11,v Emerg Italy,11,21,28,27,lost,12 Jun 2012,Bucharest
0,v Uruguay,18,7,35,27,lost,17 Jun 2012,Bucharest
18,v Uruguay,12,32,25,27,won,11 Nov 2012,Montevideo
9,v Chile,16,28,22,27,won,17 Nov 2012,Santiago
16,v Niue Island,0,28,8,54,won,9 Jun 2001,Paliati
11,v PNG,17,14,29,54,lost,19 Oct 2002,Port Moresby
-,v PNG,-,21,13,54,won,26 Oct 2002,Raratonga
18,v Tahiti,10,56,18,54,won,29 Aug 2003,Raratonga
-,v N Caledonia,-,55,5,54,won,3 Sep 2003,Auckland
-,v Argentina,-,0,144,53,lost,27 Apr 2003,Montevideo
0,v Uruguay,29,7,53,53,lost,30 Apr 2003,Canelones
-,v Chile,-,0,102,53,lost,3 May 2003,Montevideo
-,v Colombia,-,76,7,53,won,10 Oct 2004,Sao Paulo
8,v Ireland,23,11,29,20,lost,6 Feb 2010,Croke Park
6,v England,6,12,17,20,lost,14 Feb 2010,Rome
6,v Scotland,6,16,12,20,won,27 Feb 2010,Rome
3,v France,22,20,46,20,lost,14 Mar 2010,Stade de France
28,v Kazakhstan,0,61,0,23,won,7 May 2011,Bangkok
57,v UAE,0,111,0,23,won,13 May 2011,Dubai
31,v Sri Lanka,7,90,13,23,won,21 May 2011,Colombo
8,v Samoa,24,15,34,23,lost,2 Jul 2011,Tokyo
14,v Tonga,17,28,27,23,won,9 Jul 2011,Suva
12,v Russia,17,36,27,29,won,11 Oct 2014,Montevideo
49,v Paraguay,0,77,3,29,won,11 Apr 2015,Montevideo
19,v Canada,10,46,19,9,won,18 Sep 2011,Napier
3,v New Zealand,19,17,37,9,lost,24 Sep 2011,Auckland
6,v Tonga,13,14,19,9,lost,1 Oct 2011,Wellington
16,v England,0,19,12,9,won,8 Oct 2011,Auckland
7,v Wales,3,21,18,6,won,21 Oct 2011,Auckland
3,v Wales,6,24,18,6,won,3 Dec 2011,Millennium Stadium
3,v Scotland,6,6,9,6,lost,5 Jun 2012,Newcastle
10,v Wales,3,27,19,6,won,9 Jun 2012,Brisbane
3,v Wales,9,3,30,1,lost,16 Mar 2013,Millennium Stadium
25,v Argentina,3,32,3,1,won,8 Jun 2013,Salta
25,v Argentina,12,51,26,1,won,15 Jun 2013,Buenos Aires
6,v Australia,13,20,13,1,won,2 Nov 2013,Twickenham
24,v Argentina,6,31,12,1,won,9 Nov 2013,Twickenham
16,v New Zealand,20,22,30,1,lost,16 Nov 2013,Twickenham
27,v Hong Kong,3,56,3,49,won,22 May 2005,Hong Kong
0,v Japan,33,14,50,49,lost,23 Apr 2006,Tokyo
0,v Arabian Gulf,17,5,20,49,lost,5 May 2006,Al Ain
-,v Hong Kong,-,23,5,49,won,21 Nov 2006,Hong Kong
0,v Japan,28,0,54,49,lost,25 Nov 2006,Hong Kong
0,v Tonga,38,3,85,49,lost,10 Feb 2007,Henderson
-,v Hong Kong A,-,32,17,48,won,18 May 2008,Hong Kong
-,v Hong Kong A,-,22,22,48,draw,23 May 2008,Hong Kong
-,v Singapore,-,22,23,48,lost,13 Nov 2008,Tainan
-,v Sri Lanka,-,35,23,48,won,15 Nov 2008,Tainan
-,v Sri Lanka,-,36,24,48,won,8 Apr 2009,Dubai
12,v Arabian Gulf,29,24,44,48,lost,11 Apr 2009,Dubai
8,v Hong Kong,21,14,47,51,lost,22 May 2004,Hong Kong
-,v China,-,24,24,51,draw,12 Jun 2004,Shanghai
21,v Arabian Gulf,6,32,6,51,won,28 Oct 2004,Hong Kong
-,v Thailand,-,31,24,51,won,30 Oct 2004,Hong Kong
-,v Thailand,-,47,27,51,won,11 Jun 2005,Singapore
-,v Cote d'Iv,-,32,25,52,won,26 Sep 2007,Antananarive
-,v Uganda,-,11,42,52,lost,29 Sep 2007,Antananarive
-,v Botswana,-,45,15,52,won,12 Jul 2008,Antananarive
-,v Uganda,-,22,32,52,lost,2 Aug 2008,Kampala
-,v Zimbabwe,-,22,31,52,lost,20 Jul 2009,Gaberone
22,v Denmark,13,34,23,47,won,4 Nov 2006,Belgrade
0,v Sweden,20,15,30,47,lost,14 Apr 2007,Belgrade
7,v Denmark,10,17,17,47,draw,27 Oct 2007,Odense
5,v Switzerland,5,5,13,47,lost,24 Nov 2007,Belgrade
3,v Romania,9,13,19,27,lost,2 Feb 2013,Lisbon
3,v Georgia,7,12,25,27,lost,9 Feb 2013,Tbilisi
8,v Belgium,9,18,12,27,won,23 Feb 2013,Lisbon
18,v Russia,10,23,31,27,lost,9 Mar 2013,Coimbra
0,v Spain,6,9,9,27,draw,16 Mar 2013,Santiago de Compostela
3,v Fiji,14,13,36,27,lost,9 Nov 2013,Lisbon
3,v Belgium,12,11,18,56,lost,4 Mar 2000,Brussels
-,v Niue Island,-,14,17,54,lost,5 Sep 2003,Auckland
-,v Niue Island,-,50,5,54,won,28 Aug 2004,Raratonga
-,v Tahiti,-,47,22,54,won,30 Jul 2005,-
-,v Niue Island,-,24,5,54,won,6 Aug 2005,Raratonga
-,v PNG,-,37,12,54,won,3 Sep 2005,Raratonga
0,v Cook Islands,41,0,86,55,lost,2 Jun 2001,Raratonga
-,v Peru,-,74,0,53,won,13 Oct 2004,Sao Paulo
-,v Brazil,-,22,17,53,won,16 Oct 2004,Sao Paulo
-,v Colombia,-,82,8,53,won,23 Sep 2005,Asuncion
-,v Peru,-,68,13,53,won,25 Sep 2005,Asuncion
-,v Venezuela,-,94,7,53,won,28 Sep 2005,Asuncion
-,v Brazil,-,45,8,53,won,2 Oct 2005,Asuncion
0,v Wales,12,10,33,20,lost,20 Mar 2010,Millennium Stadium
3,v South Africa,22,13,29,20,lost,19 Jun 2010,Witbank
6,v South Africa,27,11,55,20,lost,26 Jun 2010,East London
6,v Argentina,6,16,22,20,lost,13 Nov 2010,Verona
0,v Fiji,8,24,13,23,won,13 Jul 2011,Lautoka
17,v Italy,14,24,31,23,lost,13 Aug 2011,Cesena
8,v USA,14,20,14,23,won,21 Aug 2011,Tokyo
11,v France,25,21,47,23,lost,10 Sep 2011,North Shore City
0,v New Zealand,38,7,83,23,lost,16 Sep 2011,Hamilton
18,v Brazil,9,48,9,29,won,18 Apr 2015,Montevideo
0,v USA XV,3,3,13,29,lost,23 Apr 2015,Montevideo
8,v Chile,23,15,30,29,lost,9 May 2015,Santiago
9,v Argentina,24,14,36,29,lost,16 May 2015,Montevideo
3,v ,15,22,30,29,lost,23 May 2015,Montevideo
10,v ,34,22,42,29,lost,31 May 2015,Montevideo
6,v Wales,3,9,8,9,won,15 Oct 2011,Auckland
0,v New Zealand,5,7,8,9,lost,23 Oct 2011,Auckland
15,v Italy,6,30,12,9,won,4 Feb 2012,Stade de France
10,v Scotland,10,23,17,9,won,26 Feb 2012,Murrayfield
6,v Ireland,17,17,17,9,draw,4 Mar 2012,Stade de France
9,v England,14,22,24,9,lost,11 Mar 2012,Stade de France
13,v Wales,7,25,23,6,won,16 Jun 2012,Melbourne
12,v Wales,8,20,19,6,won,23 Jun 2012,Sydney
10,v New Zealand,18,19,27,6,lost,18 Aug 2012,Sydney
0,v New Zealand,9,0,22,6,lost,25 Aug 2012,Auckland
6,v South Africa,13,26,19,6,won,8 Sep 2012,Perth
8,v France,16,24,26,1,lost,1 Feb 2014,Stade de France
13,v Scotland,0,20,0,1,won,8 Feb 2014,Murrayfield
3,v Ireland,0,13,10,1,won,22 Feb 2014,Twickenham
0,v Japan,49,0,82,49,lost,22 Apr 2007,Tokyo
-,v Hong Kong,-,20,27,49,lost,28 May 2007,Hong Kong
-,v Sri Lanka,-,7,37,48,lost,14 Apr 2010,Singapore
-,v Malaysia,-,8,35,48,lost,17 Apr 2010,Singapore
15,v Iran,12,34,31,48,won,4 May 2011,Bangkok
10,v Thailand,3,22,10,48,won,7 May 2011,Bangkok
3,v Sri Lanka,29,8,36,48,lost,15 Apr 2012,Manila
-,v Sri Lanka,-,17,34,51,lost,25 Jun 2005,Colombo
-,v Kazakhstan,-,0,29,51,lost,8 Jun 2006,Singapore
15,v C Taipai,12,34,22,51,won,14 Jun 2006,Singapore
-,v Malaysia,-,31,19,51,won,26 May 2007,Kuala Lumpur
-,v Zambia,-,36,15,52,won,22 Jul 2009,Gaberone
-,v Reunion,-,36,27,52,won,25 Jul 2009,Gaberone
-,v Zambia,-,36,16,52,won,30 Jun 2010,Bulawayo
5,v Zimbabwe,8,22,28,52,lost,3 Jul 2010,Bulawayo
0,v Zimbabwe,12,0,49,52,lost,15 Jun 2011,Kampala
7,v Uganda,48,30,58,52,lost,18 Jun 2011,Kampala
8,v Morocco,14,35,28,52,won,4 Jul 2012,Antananarive
0,v Sweden,12,3,22,47,lost,26 Apr 2008,Stockholm
0,v Armenia,17,0,25,47,lost,10 May 2008,Erevan
7,v Armenia,3,19,8,47,won,24 May 2008,Belgrade
0,v Armenia,3,0,41,47,lost,13 Sep 2008,Smederevo
8,v Andorra,0,32,7,47,won,6 Dec 2008,Smederevo
26,v Brazil,0,68,0,27,won,15 Nov 2013,Sao Paulo
5,v Canada,25,8,52,27,lost,23 Nov 2013,Lisbon
0,v Romania,16,0,24,27,lost,1 Feb 2014,Cluj
3,v Georgia,17,9,34,27,lost,8 Feb 2014,Lisbon
5,v Poland,15,8,15,56,lost,1 Apr 2000,Sopot
-,v Tunisia,-,6,40,56,lost,15 Apr 2000,Tunis
26,v Bosnia & Her,6,43,6,56,won,7 Oct 2000,Geneva
43,v Bulgaria,6,90,9,56,won,14 Oct 2000,Pernik
-,v PNG,-,11,20,54,lost,10 Sep 2005,-
-,v Tonga,-,10,77,54,lost,24 Jun 2006,Raratonga
0,v Tonga,50,0,90,54,lost,8 Jul 2006,-
-,v Niue Island,-,41,6,55,won,16 Jun 2001,Papetee
10,v Cook Islands,18,18,56,55,lost,29 Aug 2003,Raratonga
-,v Niue Island,-,8,78,55,lost,3 Sep 2003,Auckland
-,v N Caledonia,-,18,17,55,won,6 Sep 2003,Auckland
22,v Chile,14,22,38,53,lost,8 Oct 2005,Santiago
-,v Venezuela,-,44,3,53,won,19 Jun 2008,Asuncion
-,v Peru,-,71,0,53,won,21 Jun 2008,Asuncion
-,v Colombia,-,60,7,53,won,26 Jun 2008,Asuncion
9,v Australia,13,14,32,20,lost,20 Nov 2010,Firenze
9,v Fiji,16,24,16,20,won,27 Nov 2010,Modena
6,v Ireland,3,11,13,20,lost,5 Feb 2011,Rome
6,v England,31,13,59,20,lost,12 Feb 2011,Twickenham
11,v Wales,21,16,24,20,lost,26 Feb 2011,Rome
6,v France,8,22,21,20,won,12 Mar 2011,Rome
13,v Tonga,18,18,31,23,lost,21 Sep 2011,Whangarei
7,v Canada,7,23,23,23,draw,27 Sep 2011,Napier
35,v Kazakhstan,0,87,0,23,won,28 Apr 2012,Almaty
40,v UAE,3,106,3,23,won,5 May 2012,Fukuoka
14,v Korea,0,52,8,23,won,12 May 2012,Seoul
29,v Hong Kong,0,67,0,23,won,19 May 2012,Tokyo
3,v Georgia,13,10,19,29,lost,13 Jun 2015,Tbilisi
0,v ,19,7,33,29,lost,17 Jun 2015,Tbilisi
6,v Emerg Italy,17,13,23,29,lost,21 Jun 2015,Tbilisi
17,v Argentina XV,12,30,26,29,won,1 Aug 2015,Montevideo
8,v Japan,17,8,30,29,lost,22 Aug 2015,Fukuoka
0,v Japan,21,0,40,29,lost,29 Aug 2015,Tokyo
3,v Wales,10,9,16,9,lost,17 Mar 2012,Millennium Stadium
14,v Argentina,13,20,23,9,lost,16 Jun 2012,Cordoba
3,v Argentina,6,23,19,6,won,15 Sep 2012,Gold Coast
3,v South Africa,14,8,31,6,lost,29 Sep 2012,Pretoria
15,v Argentina,9,25,19,6,won,6 Oct 2012,Rosario
12,v New Zealand,6,18,18,6,draw,20 Oct 2012,Brisbane
20,v Wales,15,29,18,1,won,9 Mar 2014,Twickenham
0,v Japan,29,17,39,49,lost,26 Apr 2008,Incheon
-,v Arabian Gulf,-,43,20,49,won,9 May 2008,Doha
-,v Kazakhstan,-,40,21,49,won,18 May 2008,Seoul
-,v Hong Kong,-,50,24,49,won,24 May 2008,Hong Kong
-,v Singapore,-,65,0,49,won,25 Apr 2009,Seoul
0,v Philippines,19,12,34,48,lost,18 Apr 2012,Manila
22,v Singapore,7,49,31,48,won,21 Apr 2012,Manila
-,v Sri Lanka,-,8,39,48,lost,31 Mar 2013,Colombo
-,v China,-,20,36,51,lost,16 Jun 2007,Singapore
-,v Sri Lanka,-,20,20,51,draw,11 Nov 2008,Tainan
-,v C Taipai,-,23,22,51,won,13 Nov 2008,Tainan
29,v Namibia,14,57,54,52,won,8 Jul 2012,Antananarive
18,v Zimbabwe,10,18,38,52,lost,10 Jul 2013,Antananarive
0,v Switzerland,6,12,6,47,won,4 Apr 2009,Nyon
0,v Lithuania,24,9,50,47,lost,2 May 2009,Vilnius
9,v Belgium,6,19,6,27,won,22 Feb 2014,Brussels
13,v Russia,17,18,34,27,lost,8 Mar 2014,Sotchi
18,v Spain,6,24,28,27,lost,15 Mar 2014,Lisbon
12,v Namibia,13,29,20,27,won,22 Nov 2014,Lisbon
3,v Barbados,5,13,5,59,won,22 Nov 2001,Grand Caymans
20,v Andorra,11,38,25,56,won,5 May 2001,Chavannes-pres-Renens
30,v Hungary,11,61,23,56,won,12 May 2001,Basel
-,v Serbia & Mon,-,10,13,56,lost,25 May 2001,Gornji
6,v Czech Rep,10,6,32,56,lost,6 Oct 2001,Lausanne
22,v Belgium,8,22,15,56,won,27 Oct 2001,Brussels
